SUMS_ID,Galaxy,RA,Dec,Ranking,UVW2,UVW2_err,UVM2,UVM2_err,UVW1,UVW1_err,U,U_err,B,B_err,V,V_err,I,I_err,UVW2_std,UVM2_std,UVW1_std,UVW2_flux_frac,UVM2_flux_frac,UVW1_flux_frac,UVW2_resid_frac,UVM2_resid_frac,UVW1_resid_frac,UVW2_dist_moved,UVM2_dist_moved,UVW1_dist_moved,UVW2_dist_neighbor,UVM2_dist_neighbor,UVW1_dist_neighbor,UVW2_n5,UVM2_n5,UVW1_n5,UVW2_n2p5,UVM2_n2p5,UVW1_n2p5,UVW2_nobs,UVM2_nobs,UVW1_nobs,Gaia_chi2
SUMS_3a437,LMC,78.86154,-68.74421,VB-E,18.64,0.04,18.67,0.05,18.81,0.05,18.938063684656456,0.072,18.939526092405305,0.085,19.02829879298842,0.067,19.595399283711124,0.095,0.03,0.11,0.1,0.93,0.96,0.88,0.09,0.13,0.11,0.07,0.05,0.04,3.1,3.07,3.11,2.0,2.0,2.0,0,0,0,4.0,4.0,4.0,4.1
SUMS_3a5e0,LMC,78.870975,-69.10226,B-G,18.86,0.04,18.86,0.09,18.73,0.05,,,17.173526092405304,0.0559999999999999,19.72229879298842,0.174,19.461399283711124,0.18,0.02,0.0,0.17,0.62,0.64,0.57,0.2,0.29,0.19,0.15,0.11,0.15,2.28,2.3,2.28,4.0,4.0,4.0,1,1,1,7.0,3.0,6.0,
SUMS_3bac7,LMC,78.97941,-68.90129,VB-E,18.46,0.04,18.62,0.07,18.83,0.08,19.247063684656457,0.217,19.4645260924053,0.134,19.65729879298842,0.09,20.287399283711125,0.122,0.05,0.01,0.01,0.86,0.8,0.7,0.09,0.09,0.07,0.04,0.05,0.05,4.07,4.08,4.03,4.0,4.0,4.0,0,0,0,3.0,3.0,3.0,16.2
SUMS_3bf43,LMC,79.004475,-68.99316,B-G,20.0,0.06,19.88,0.08,19.56,0.07,18.877063684656456,0.0819999999999999,19.7445260924053,0.191,19.45629879298842,0.1,19.810399283711135,0.1,0.16,0.14,0.13,0.79,0.82,0.81,0.1,0.12,0.06,0.01,0.01,0.02,2.94,2.93,2.93,3.0,4.0,4.0,0,0,0,9.0,7.0,8.0,4.8
SUMS_3c4bd,LMC,79.034235,-69.40565,B-G,19.67,0.11,19.79,0.16,19.67,0.15,20.797063684656457,0.154,19.445526092405306,0.166,19.50729879298842,0.154,20.092399283711124,0.149,0.18,0.16,0.12,0.16,0.12,0.13,0.11,0.21,0.08,0.02,0.01,0.01,2.53,2.6,2.6,1.0,1.0,1.0,0,0,0,4.0,3.0,4.0,0.3
SUMS_3d2fd,LMC,79.109055,-69.1203,VB-G,19.8,0.15,19.44,0.12,19.84,0.21,,,20.0605260924053,0.067,19.88929879298842,0.074,20.119399283711125,0.07,0.21,0.06,0.04,0.22,0.28,0.24,0.25,0.26,0.06,0.03,0.03,0.03,2.63,2.63,2.59,3.0,3.0,3.0,0,0,0,2.0,2.0,2.0,5.6
SUMS_3d424,LMC,79.11463499999998,-68.95286999999999,B-E,18.75,0.04,18.74,0.05,18.78,0.05,18.76206368465645,0.077,18.6715260924053,0.09,18.84529879298842,0.078,19.655399283711127,0.125,0.01,0.05,0.05,0.97,0.96,0.96,0.09,0.13,0.05,0.07,0.06,0.07,5.88,5.86,5.88,,,,0,0,0,6.0,6.0,5.0,1.0
SUMS_3d4a1,LMC,79.11727499999998,-69.10765,VB-E,19.62,0.08,19.5,0.09,19.52,0.1,19.714063684656455,0.084,19.483526092405302,0.13,19.69829879298842,0.1169999999999999,,,0.11,0.18,0.13,0.61,0.62,0.58,0.05,0.06,0.03,0.03,0.02,0.03,2.51,2.51,2.5,4.0,4.0,4.0,0,0,1,5.0,5.0,5.0,0.2
SUMS_3d9d7,LMC,79.14484499999999,-69.01526,B-E,17.52,0.02,17.57,0.03,17.65,0.03,17.988063684656456,0.0579999999999999,17.686526092405302,0.113,18.021298792988414,0.042,18.854399283711125,0.0819999999999999,0.13,0.09,0.08,0.87,0.87,0.82,0.05,0.07,0.04,0.15,0.11,0.12,1.73,1.72,1.7,4.0,4.0,4.0,1,1,1,9.0,8.0,8.0,1.1
SUMS_3e4f2,LMC,79.205115,-69.47878,VB-E,18.28,0.04,18.41,0.07,18.51,0.07,18.753063684656457,0.061,18.95852609240531,0.186,18.84729879298842,0.111,,,0.08,0.03,0.03,0.81,0.79,0.75,0.09,0.08,0.07,0.15,0.1,0.12,4.78,4.78,4.38,1.0,1.0,1.0,0,0,0,4.0,4.0,4.0,39.2
SUMS_3f058,LMC,79.27258499999998,-69.90786,VB-E,18.69,0.04,18.85,0.06,19.01,0.06,19.519063684656455,0.071,19.3305260924053,0.039,19.59729879298842,0.157,20.00039928371113,0.196,0.1,0.03,0.08,0.97,0.92,0.94,0.07,0.13,0.1,0.07,0.07,0.05,3.29,3.28,3.29,1.0,2.0,2.0,0,0,0,4.0,3.0,4.0,38.0
SUMS_40b1a,LMC,79.4283,-69.85061999999999,VB-G,19.68,0.12,19.17,0.11,19.38,0.12,,,19.907526092405305,0.05,19.82129879298842,0.103,19.968399283711125,0.1159999999999999,0.02,0.31,0.05,0.13,0.17,0.15,0.11,0.2,0.16,0.03,0.03,0.02,2.67,2.61,2.62,6.0,6.0,7.0,0,0,0,4.0,3.0,4.0,12.6
SUMS_4132e,LMC,79.47636,-69.20023,B-G,18.44,0.06,18.44,0.1,18.64,0.06,18.971063684656457,0.114,18.524526092405303,0.074,18.75629879298842,0.14,19.16639928371113,0.142,0.08,0.01,0.15,0.35,0.26,0.29,0.21,0.24,0.23,0.05,0.03,0.05,2.5,2.48,2.49,4.0,4.0,3.0,0,1,1,4.0,3.0,4.0,1.0
SUMS_413e0,LMC,79.48054499999998,-70.22322,B-E,18.34,0.06,18.44,0.05,18.41,0.05,18.558063684656457,0.057,18.5425260924053,0.048,18.63829879298842,0.062,19.151399283711125,0.089,,0.04,0.03,0.91,0.87,0.88,0.08,0.1,0.06,0.12,0.07,0.13,2.28,2.23,2.28,2.0,2.0,2.0,1,1,1,1.0,2.0,2.0,1.1
SUMS_4176a,LMC,79.49804999999998,-69.19226,B-G,18.28,0.07,18.3,0.07,18.35,0.06,18.729063684656456,0.083,18.2385260924053,0.09,18.22629879298842,0.075,19.19239928371113,0.106,0.11,0.08,0.18,0.29,0.25,0.25,0.12,0.17,0.14,0.03,0.02,0.02,1.72,1.75,1.74,4.0,4.0,4.0,1,1,1,4.0,3.0,5.0,1.8
SUMS_41d0d,LMC,79.52667,-69.17192,B-G,19.06,0.08,19.2,0.1,19.15,0.09,19.659063684656456,0.084,18.7925260924053,0.133,18.80229879298842,0.159,19.598399283711124,0.099,0.0,0.03,0.05,0.23,0.19,0.2,0.16,0.24,0.17,0.02,0.02,0.02,2.84,2.87,2.82,3.0,4.0,3.0,0,0,0,3.0,4.0,4.0,1.1
SUMS_41e64,LMC,79.53355499999998,-69.20546,VB-G,19.25,0.09,19.19,0.12,19.77,0.21,21.041063684656457,,20.1415260924053,0.1009999999999999,20.38129879298842,0.161,20.440399283711127,0.206,0.17,0.11,0.14,0.23,0.23,0.17,0.05,0.11,0.0,0.02,0.05,0.01,2.78,2.8,2.77,5.0,5.0,4.0,0,0,0,4.0,2.0,2.0,
SUMS_41f40,LMC,79.53759000000002,-69.19008000000001,B-E,19.05,0.08,19.12,0.15,19.26,0.11,19.151063684656457,0.096,18.8605260924053,0.094,18.91229879298842,,19.911399283711127,0.192,0.06,,0.1,0.8,0.71,0.8,0.22,0.25,0.18,0.03,0.01,0.02,4.99,5.03,5.04,1.0,,,0,0,0,4.0,1.0,3.0,7.1
SUMS_423d9,LMC,79.562205,-69.20916,B-G,17.64,0.06,17.8,0.12,17.86,0.09,18.538063684656457,0.053,18.125526092405305,0.044,18.24629879298842,0.1159999999999999,18.734399283711124,0.139,0.01,,0.1,0.19,0.16,0.17,0.21,0.22,0.2,0.04,0.04,0.05,3.13,3.17,3.12,4.0,4.0,4.0,0,0,0,3.0,1.0,2.0,1.8
SUMS_4280e,LMC,79.58394000000001,-69.19805,VB-G,19.18,0.1,,,18.84,0.11,19.641063684656455,0.09,19.0165260924053,0.066,19.091298792988415,0.176,19.857399283711125,0.115,0.29,,0.04,0.24,,0.34,0.26,,0.13,0.06,,0.1,2.52,,2.51,3.0,,3.0,0,0,0,3.0,,2.0,8.1
SUMS_42970,LMC,79.59099,-69.22778000000001,VB-G,19.45,0.15,18.7,0.22,,,19.582063684656458,0.1,19.2255260924053,0.061,19.899298792988414,0.095,,,0.16,,,0.38,0.52,,0.22,0.23,,0.01,0.01,,3.73,3.75,,2.0,2.0,,0,0,0,3.0,1.0,,0.3
SUMS_42b8c,LMC,79.601415,-69.23246999999999,VB-G,18.93,0.17,18.88,0.16,18.78,0.2,19.244063684656457,0.102,19.846526092405306,0.059,19.22029879298842,0.099,,,,0.31,,0.23,0.3,0.28,0.2,0.27,0.22,0.03,0.02,0.04,2.88,2.85,2.88,4.0,4.0,4.0,0,0,0,1.0,2.0,1.0,
SUMS_42f15,LMC,79.61839499999998,-69.18073000000001,VB-G,19.35,0.18,,,19.43,0.16,19.884063684656457,0.144,20.4095260924053,0.0969999999999999,20.120298792988415,0.151,20.521399283711126,0.196,,,0.17,0.14,,0.14,0.23,,0.28,0.01,,0.03,4.35,,4.32,4.0,,4.0,0,0,0,1.0,,2.0,
SUMS_42f83,LMC,79.620795,-69.18366999999999,VB-G,19.18,0.11,19.0,0.09,19.35,0.13,19.522063684656455,0.107,19.7585260924053,0.162,19.10929879298842,0.123,20.002399283711124,0.143,0.04,0.14,0.09,0.39,0.42,0.38,-0.01,0.12,-0.02,0.05,0.04,0.04,3.18,3.17,3.17,2.0,3.0,2.0,0,0,0,2.0,3.0,3.0,5.8
SUMS_4304b,LMC,79.62454500000003,-69.17783,B-G,19.23,0.12,19.17,0.18,19.42,0.17,19.275063684656455,0.172,19.250526092405305,0.134,19.15429879298842,0.095,19.481399283711124,0.178,0.09,,0.03,0.4,0.18,0.17,-0.08,0.29,0.19,0.03,0.01,0.01,3.65,2.66,2.66,4.0,5.0,5.0,0,0,0,2.0,1.0,2.0,0.5
SUMS_431e9,LMC,79.63332,-69.17399999999999,VB-G,18.97,0.09,19.06,0.1,19.15,0.1,19.743063684656455,,19.035526092405306,0.06,18.95829879298842,0.108,19.97439928371113,0.107,0.05,0.14,0.03,0.34,0.26,0.28,0.02,0.14,0.03,0.05,0.03,0.03,2.66,2.68,2.67,3.0,6.0,5.0,0,0,0,2.0,3.0,3.0,17.8
SUMS_43528,LMC,79.648905,-69.23772,VB-G,18.59,0.09,18.45,0.12,18.36,0.13,,,19.239526092405303,0.057,18.88729879298842,0.092,19.469399283711127,0.1,0.16,0.01,0.01,0.11,0.11,0.14,0.11,0.08,0.07,0.04,0.02,0.03,2.67,2.67,2.67,6.0,6.0,6.0,0,0,0,3.0,2.0,2.0,34.7
SUMS_4355c,LMC,79.649745,-69.24927,VB-G,19.11,0.13,,,19.15,0.21,18.867063684656458,0.115,19.120526092405303,0.064,19.45129879298842,0.174,,,0.17,,0.11,0.28,,0.27,0.25,,0.21,0.02,,0.02,2.98,,2.96,4.0,,4.0,0,0,0,3.0,,2.0,0.4
SUMS_4359f,LMC,79.651065,-69.21104,VB-G,19.0,0.09,19.33,0.2,19.31,0.12,20.175063684656457,0.122,19.1295260924053,0.07,19.47729879298842,0.145,19.832399283711126,0.152,0.21,,0.15,0.33,0.25,0.27,0.21,0.29,0.15,0.03,0.02,0.02,2.31,2.42,2.36,2.0,2.0,2.0,1,1,1,3.0,1.0,4.0,9.7
SUMS_43a22,LMC,79.67517,-69.21178,VB-G,18.8,0.18,,,19.05,0.09,19.031063684656456,0.193,21.2315260924053,0.17,20.43929879298842,0.122,,,,,0.11,0.45,,0.51,0.24,,0.23,0.02,,0.03,2.73,,2.69,1.0,,1.0,0,0,0,1.0,,5.0,
SUMS_43af5,LMC,79.67922,-69.2113,VB-G,19.1,0.1,,,18.94,0.09,19.306063684656458,0.12,19.608526092405302,0.074,19.34929879298842,0.1,19.513399283711124,0.124,0.08,,0.04,0.12,,0.13,0.24,,0.22,0.06,,0.07,3.43,,3.48,4.0,,4.0,0,0,0,3.0,,4.0,10.3
SUMS_43d26,LMC,79.69091999999999,-70.46823,VB-E,19.49,0.05,19.43,0.07,19.52,0.06,19.715063684656457,0.098,19.6555260924053,0.108,19.89229879298842,0.099,,,0.06,0.12,0.09,1.0,1.0,0.99,0.11,0.19,0.06,0.09,0.1,0.07,6.4,6.48,6.48,,,,0,0,0,4.0,3.0,4.0,10.3
SUMS_43e40,LMC,79.69653000000001,-69.23684,VB-G,18.19,0.06,17.93,0.08,18.18,0.09,18.356063684656455,0.098,18.5665260924053,0.048,18.58129879298842,0.083,19.052399283711125,0.166,0.06,0.05,0.1,0.15,0.14,0.15,0.07,0.21,0.05,0.05,0.01,0.05,3.01,3.01,3.0,3.0,4.0,4.0,0,0,0,3.0,2.0,3.0,0.3
SUMS_43f0e,LMC,79.70038499999998,-69.23804,VB-G,18.64,0.06,17.92,0.08,18.05,0.11,18.439063684656457,0.0969999999999999,18.8915260924053,0.05,18.79229879298842,0.21,,,0.03,0.0,0.0,0.06,0.13,0.2,-0.02,0.15,0.1,0.07,0.05,0.15,2.67,3.5,3.04,2.0,2.0,2.0,0,0,0,4.0,2.0,3.0,3.9
SUMS_4419f,LMC,79.71285,-69.23206,VB-G,18.49,0.1,18.32,0.11,18.62,0.09,18.782063684656457,0.1,19.1705260924053,0.127,18.89729879298842,0.098,19.275399283711124,0.098,0.0,0.0,0.16,0.23,0.24,0.21,0.03,0.26,-0.0,0.08,0.03,0.07,3.89,3.86,3.88,4.0,3.0,4.0,0,0,0,3.0,3.0,3.0,19.2
SUMS_44940,LMC,79.75037999999998,-69.63561,VB-G,19.47,0.09,19.27,0.1,19.22,0.1,19.379063684656455,0.165,19.352526092405306,0.046,19.34229879298842,0.144,19.994399283711125,,0.21,0.24,0.25,0.13,0.13,0.14,0.13,0.19,0.13,0.02,0.03,0.02,2.59,2.58,2.59,7.0,7.0,6.0,0,0,0,7.0,6.0,6.0,12.4
SUMS_44a9e,LMC,79.75721999999999,-69.63226999999999,VB-G,19.36,0.09,19.3,0.14,19.32,0.1,20.425063684656457,0.139,19.913526092405306,0.0559999999999999,19.93029879298842,0.182,20.562399283711127,0.204,0.07,0.06,0.19,0.26,0.27,0.25,0.23,0.26,0.19,0.03,0.02,0.02,2.8,2.79,2.79,3.0,3.0,3.0,0,0,0,7.0,4.0,7.0,
SUMS_44b6c,LMC,79.761105,-69.19776999999999,B-E,18.11,0.05,17.94,0.05,18.0,0.06,17.905063684656458,0.0579999999999999,18.207526092405303,0.093,18.19529879298842,0.131,18.965399283711125,0.105,0.06,0.01,0.0,0.61,0.64,0.61,0.21,0.19,0.17,0.15,0.11,0.08,4.23,4.22,4.25,2.0,2.0,2.0,0,0,0,2.0,3.0,3.0,0.2
SUMS_44c32,LMC,79.765005,-69.76329,VB-G,19.97,0.14,19.87,,19.75,0.15,,,20.1855260924053,0.089,19.63529879298842,0.152,20.507399283711123,0.198,0.33,,0.29,0.11,0.13,0.14,0.14,0.27,0.14,0.01,0.02,0.01,2.75,2.75,2.74,4.0,4.0,4.0,0,0,0,4.0,1.0,4.0,0.2
SUMS_44eed,LMC,79.77695999999997,-69.7452,VB-E,18.67,0.04,18.78,0.06,18.92,0.06,19.284063684656456,0.186,19.358526092405302,0.0409999999999999,19.050298792988418,0.187,19.14039928371113,,0.1,0.14,0.09,0.92,0.9,0.87,0.04,0.08,0.05,0.06,0.04,0.04,4.55,4.55,4.53,1.0,1.0,1.0,0,0,0,8.0,6.0,8.0,0.2
SUMS_44fe5,LMC,79.7811,-69.64949,VB-G,19.06,0.07,,,19.17,0.14,19.144063684656455,0.175,19.416526092405302,0.061,19.62729879298842,,19.78239928371113,0.213,0.12,,0.01,0.46,,0.45,0.19,,0.17,0.02,,0.02,3.06,,3.07,1.0,,1.0,0,0,0,8.0,,5.0,4.5
SUMS_451ac,LMC,79.789665,-69.64864,VB-G,19.03,0.11,,,19.15,0.13,,,19.2675260924053,0.044,19.20229879298842,0.1169999999999999,20.25339928371113,0.216,0.17,,0.01,0.29,,0.27,0.26,,0.26,0.04,,0.02,3.06,,3.06,4.0,,4.0,0,0,0,3.0,,5.0,3.3
SUMS_45360,LMC,79.7997,-69.63967,VB-G,19.04,0.06,,,18.96,0.08,,,19.8945260924053,0.108,19.178298792988414,0.138,19.790399283711125,0.132,0.2,,0.1,0.33,,0.34,0.21,,0.17,0.04,,0.04,2.32,,2.32,2.0,,2.0,1,0,1,9.0,,8.0,
SUMS_4562e,LMC,79.81455,-69.64055,VB-G,19.17,0.06,19.06,0.07,18.91,0.07,,,19.2805260924053,0.073,18.50129879298842,0.163,20.23639928371113,0.207,0.12,0.2,0.18,0.17,0.16,0.17,0.11,0.17,0.11,0.01,0.02,0.02,2.8,2.81,2.79,6.0,6.0,6.0,0,0,0,8.0,9.0,10.0,
SUMS_4568e,LMC,79.81656,-69.65913,B-G,18.28,0.04,18.01,0.04,18.34,0.06,18.36706368465645,0.149,18.2055260924053,0.034,18.40429879298842,0.084,19.185399283711135,0.179,0.18,0.21,0.2,0.33,0.37,0.34,0.07,0.14,0.04,0.03,0.04,0.04,2.67,1.73,2.66,6.0,7.0,6.0,0,1,0,8.0,7.0,7.0,2.9
SUMS_46080,LMC,79.867965,-69.42769,B-G,17.58,0.03,17.59,0.03,17.71,0.04,18.589063684656455,0.065,17.9115260924053,0.1,17.90429879298842,,18.650399283711124,0.121,0.1,0.13,0.05,0.3,0.28,0.29,-0.03,-0.01,-0.02,0.05,0.04,0.04,1.86,1.78,1.85,3.0,3.0,3.0,1,1,1,6.0,7.0,7.0,30.0
SUMS_4859e,LMC,80.07121500000001,-69.1864,VB-E,19.5,0.13,,,19.69,0.13,20.032063684656457,0.152,20.114526092405303,0.094,19.38129879298842,0.077,19.930399283711125,0.119,,,0.09,0.54,,0.48,0.23,,0.19,0.11,,0.06,4.31,,4.28,1.0,,1.0,0,0,0,1.0,,3.0,3.1
SUMS_48a1d,LMC,80.094585,-69.34711,B-E,17.53,0.03,17.43,0.05,17.54,0.05,18.028063684656455,0.052,17.7965260924053,0.0409999999999999,17.65629879298842,,18.588399283711126,0.06,0.04,0.01,0.06,0.9,0.86,0.83,0.11,0.16,0.13,0.23,0.21,0.21,2.73,2.7,2.73,4.0,4.0,4.0,0,0,0,3.0,2.0,2.0,4.3
SUMS_492a1,LMC,80.13713999999997,-70.67563,B-E,18.54,0.06,18.7,0.09,18.64,0.07,18.560063684656456,0.047,18.5405260924053,0.08,18.742298792988414,0.034,19.304399283711124,0.092,0.09,,0.03,0.97,0.99,0.97,0.13,0.3,0.18,0.08,0.1,0.1,3.35,3.33,3.29,1.0,1.0,1.0,0,0,0,2.0,1.0,2.0,3.4
SUMS_49e98,LMC,80.20297500000002,-69.17364,B-E,15.1,0.02,15.08,0.02,15.2,0.02,15.566063684656458,0.049,15.5765260924053,0.038,15.83229879298842,0.046,16.723399283711124,0.044,0.02,0.04,0.04,0.99,0.99,0.99,0.04,0.06,0.08,0.22,0.24,0.18,4.97,5.16,5.14,1.0,,,0,0,0,5.0,4.0,4.0,0.1
SUMS_4a2da,LMC,80.22754499999999,-69.73368,B-G,17.64,0.04,17.58,0.04,17.59,0.04,18.418063684656456,0.054,17.788526092405302,0.034,18.05429879298842,0.173,,,0.03,0.15,0.06,0.32,0.34,0.33,0.12,0.15,0.12,0.09,0.08,0.09,1.95,2.01,1.97,4.0,6.0,6.0,1,1,1,4.0,3.0,4.0,1.5
SUMS_4ac2f,LMC,80.277765,-70.3403,VB-E,18.9,0.05,18.92,0.06,18.99,0.06,19.001063684656454,0.059,19.114526092405303,0.065,19.11629879298842,0.1159999999999999,20.589399283711124,0.15,0.03,0.01,0.06,1.0,1.0,1.0,0.06,0.11,0.09,0.11,0.09,0.11,6.71,6.77,10.98,,,,0,0,0,2.0,2.0,2.0,4.6
SUMS_4afa4,LMC,80.29783499999999,-69.74419,B-G,19.3,0.08,19.22,0.08,19.33,0.1,18.862063684656455,0.151,18.907526092405305,0.059,17.99329879298842,0.142,20.546399283711125,0.151,0.0,0.19,0.23,0.71,0.62,0.6,0.05,0.13,0.06,0.02,0.02,0.02,1.48,2.41,1.48,5.0,5.0,5.0,2,1,1,5.0,5.0,4.0,8.2
SUMS_4bfa7,LMC,80.385285,-69.66989000000001,VB-G,19.98,0.19,,,19.74,0.16,,,19.445526092405306,0.073,19.89729879298842,0.217,20.194399283711125,0.145,0.17,,0.07,0.16,,0.16,0.24,,0.22,0.02,,0.02,2.61,,2.6,3.0,,3.0,0,0,0,2.0,,4.0,0.8
SUMS_4c039,LMC,80.38855499999998,-69.52738000000001,B-E,18.35,0.04,18.28,0.05,18.31,0.05,18.697063684656456,0.055,18.393526092405303,0.08,18.678298792988414,0.2019999999999999,18.941399283711124,0.102,0.09,0.08,0.1,0.58,0.59,0.53,0.08,0.16,0.11,0.09,0.07,0.06,2.77,2.81,2.82,3.0,3.0,3.0,0,0,0,6.0,6.0,7.0,6.1
SUMS_4c2bb,LMC,80.4009,-69.61409,VB-G,19.44,0.13,19.18,0.14,,,21.011063684656456,,20.0605260924053,0.158,19.527298792988415,0.1669999999999999,19.989399283711126,0.195,0.04,0.07,,0.42,0.43,,0.05,0.21,,0.02,0.02,,2.15,2.15,,4.0,4.0,,1,1,0,3.0,2.0,,
SUMS_4c3f4,LMC,80.40684,-69.67000999999999,B-G,19.6,0.09,19.61,0.13,19.65,,,,19.5285260924053,0.1,18.957298792988414,0.2,20.28839928371113,0.198,0.26,0.23,0.05,0.18,0.17,0.15,0.11,0.19,0.1,0.01,0.01,0.01,2.96,2.96,2.96,5.0,5.0,5.0,0,0,0,7.0,5.0,2.0,
SUMS_4cdb4,LMC,80.45877,-69.60378,VB-G,19.3,0.06,19.21,0.09,18.72,0.09,20.335063684656458,0.172,19.5055260924053,0.059,19.53129879298842,0.212,,,0.32,0.53,0.62,0.24,0.27,0.41,0.05,0.14,0.06,0.01,0.01,0.01,1.54,1.54,1.54,5.0,5.0,4.0,3,3,3,7.0,6.0,5.0,19.7
SUMS_4ce14,LMC,80.46034499999999,-69.68804,B-E,19.72,,19.57,0.21,19.04,0.17,19.515063684656457,0.11,19.3305260924053,0.043,19.44229879298842,0.086,19.690399283711127,0.215,,0.32,0.01,0.42,0.33,0.45,0.05,0.13,0.11,0.01,0.01,0.01,2.54,2.53,2.53,3.0,5.0,4.0,0,0,0,1.0,2.0,2.0,1.2
SUMS_4d2e4,LMC,80.48711999999999,-69.42087,B-E,15.17,0.02,15.2,0.01,15.32,0.02,15.740063684656455,0.032,15.7195260924053,0.036,16.117298792988418,0.09,16.796399283711125,0.052,0.04,0.04,0.05,0.97,0.95,0.95,0.02,0.03,0.03,0.21,0.17,0.19,2.51,2.49,2.48,5.0,5.0,5.0,0,1,1,9.0,10.0,10.0,0.3
SUMS_4d45d,LMC,80.495295,-68.91394,VB-G,19.76,0.13,19.72,0.16,19.83,,,,19.7735260924053,0.074,19.68729879298842,0.071,20.057399283711124,0.123,,0.49,,0.1,0.12,0.1,0.16,0.23,0.24,0.03,0.01,0.01,2.67,2.65,2.63,3.0,3.0,2.0,0,0,0,1.0,2.0,1.0,0.8
SUMS_4e013,LMC,80.558925,-68.64653,VB-G,17.77,0.05,,,18.31,0.08,19.251063684656454,,18.820526092405306,0.172,18.838298792988414,0.111,18.897399283711124,0.148,0.03,,,0.54,,0.08,-0.11,,0.29,0.13,,0.09,2.16,,2.52,2.0,,2.0,1,0,0,3.0,,1.0,
SUMS_4ec5c,LMC,80.61751500000003,-69.38154,B-G,18.58,0.03,18.5,0.04,18.56,0.04,18.588063684656458,0.067,18.599526092405306,0.049,18.58129879298842,0.163,19.16939928371113,0.078,0.08,0.09,0.17,0.39,0.39,0.38,0.04,0.08,0.06,0.04,0.04,0.03,1.72,1.74,1.72,4.0,4.0,4.0,2,2,2,9.0,8.0,10.0,7.2
SUMS_4fcc5,LMC,80.69615999999999,-69.90821,VB-G,19.92,0.11,19.82,0.19,19.59,,18.964063684656455,0.079,20.3865260924053,0.096,19.69929879298842,0.0969999999999999,,,0.22,0.11,,0.68,0.75,0.75,0.1,0.23,0.07,0.01,0.01,0.0,0.66,2.72,2.71,3.0,2.0,2.0,1,0,0,5.0,2.0,1.0,4.3
SUMS_5160d,LMC,80.81932500000002,-69.28428000000001,B-E,17.29,0.03,17.4,0.04,17.52,0.05,17.922063684656454,0.0409999999999999,17.843526092405302,0.119,18.027298792988415,0.181,,,0.04,0.04,0.0,0.98,0.97,0.95,0.03,0.03,0.05,0.13,0.13,0.09,2.88,2.8,2.85,3.0,3.0,3.0,0,0,0,3.0,3.0,3.0,4.0
SUMS_52779,LMC,80.90695500000001,-68.52205,VB-G,19.84,0.09,19.94,0.11,19.8,0.1,19.974063684656457,0.078,19.439526092405305,0.059,19.68829879298842,0.059,20.438399283711124,0.113,0.25,0.28,0.34,0.32,0.27,0.31,0.15,0.23,0.15,0.01,0.01,0.02,2.2,2.18,2.18,1.0,1.0,1.0,1,1,1,2.0,2.0,2.0,5.6
SUMS_5277c,LMC,80.90706,-69.61953000000001,VB-G,18.31,0.05,,,18.21,0.06,18.664063684656455,0.187,19.5315260924053,0.184,19.65729879298842,0.094,,,0.3,,0.1,0.27,,0.59,0.13,,0.23,0.17,,0.16,2.82,,2.97,3.0,,3.0,0,0,0,5.0,,4.0,2.5
SUMS_52947,LMC,80.916,-68.61126999999999,VB-E,17.08,0.03,17.17,0.04,17.28,0.04,17.610063684656456,0.038,17.6645260924053,0.0409999999999999,17.942298792988414,0.0279999999999999,18.898399283711125,0.044,0.02,0.01,0.03,0.99,0.99,0.98,0.04,0.07,0.08,0.35,0.26,0.29,4.67,4.59,4.63,1.0,1.0,1.0,0,0,0,2.0,2.0,2.0,0.2
SUMS_535b0,LMC,80.9859,-70.35047,VB-E,18.85,0.05,18.81,0.06,19.04,0.07,19.356063684656455,0.148,19.2765260924053,0.088,19.32829879298842,0.105,20.44239928371113,0.124,0.01,0.1,0.03,0.98,0.94,0.94,0.07,0.12,0.08,0.06,0.04,0.07,4.32,3.87,3.85,1.0,2.0,2.0,0,0,0,2.0,2.0,2.0,1.9
SUMS_54467,LMC,81.06345,-69.09085,B-E,15.44,0.02,15.43,0.03,15.43,0.02,16.01006368465646,0.201,16.102526092405302,0.025,16.11929879298842,0.024,16.923399283711127,0.033,0.02,0.01,0.01,1.0,1.0,1.0,0.04,0.05,0.04,0.21,0.19,0.19,5.6,5.62,5.65,,,,0,0,0,4.0,4.0,4.0,0.6
SUMS_54640,LMC,81.07300499999998,-69.65371999999999,B-G,19.88,0.08,19.57,0.14,19.59,0.1,18.999063684656456,0.161,18.8445260924053,0.083,19.57629879298842,0.125,20.01839928371113,0.153,0.17,0.33,0.22,0.16,0.19,0.17,0.14,0.18,0.12,0.01,0.01,0.01,2.73,2.77,2.77,6.0,6.0,6.0,0,0,0,8.0,3.0,6.0,1.9
SUMS_5474d,LMC,81.077565,-70.31528,B-G,19.48,0.07,19.54,0.09,19.59,0.1,19.459063684656456,0.083,19.201526092405302,0.098,19.22129879298842,0.126,19.905399283711127,0.094,0.05,0.07,0.08,0.44,0.41,0.34,0.11,0.16,0.05,0.04,0.03,0.02,2.91,2.9,2.89,2.0,2.0,2.0,0,0,0,2.0,2.0,2.0,
