SUMS_ID,Galaxy,RA,Dec,Ranking,UVW2,UVW2_err,UVM2,UVM2_err,UVW1,UVW1_err,U,U_err,B,B_err,V,V_err,I,I_err,UVW2_std,UVM2_std,UVW1_std,UVW2_flux_frac,UVM2_flux_frac,UVW1_flux_frac,UVW2_resid_frac,UVM2_resid_frac,UVW1_resid_frac,UVW2_dist_moved,UVM2_dist_moved,UVW1_dist_moved,UVW2_dist_neighbor,UVM2_dist_neighbor,UVW1_dist_neighbor,UVW2_n5,UVM2_n5,UVW1_n5,UVW2_n2p5,UVM2_n2p5,UVW1_n2p5,UVW2_nobs,UVM2_nobs,UVW1_nobs,Gaia_chi2
SUMS_8c793,SMC,10.414935,-73.37741,B-E,18.38,0.05,18.22,0.07,18.23,0.04,,,17.6075260924053,0.05,18.91129879298842,0.111,19.545399283711124,0.09,0.02,,0.05,0.89,0.96,0.92,0.21,0.23,0.23,0.33,0.22,0.3,2.4,2.55,2.47,1.0,1.0,2.0,1,0,1,2.0,1.0,3.0,0.1
SUMS_8dcf2,SMC,10.788915,-73.38922,VB-G,19.73,0.14,,,19.32,0.14,19.980063684656457,0.154,19.742526092405303,0.044,19.800298792988418,0.087,,,,,,0.42,,0.44,0.3,,0.3,0.03,,0.03,3.99,,3.93,1.0,,2.0,0,0,0,1.0,,1.0,3.2
SUMS_8dfe4,SMC,10.831395,-73.65979,B-G,17.44,0.03,17.22,0.04,17.21,0.03,18.105063684656457,0.064,17.8125260924053,0.084,17.93329879298842,0.059,18.34639928371113,0.091,0.32,0.11,0.07,0.25,0.28,0.3,0.04,0.05,0.06,0.17,0.12,0.1,1.54,1.58,1.58,2.0,2.0,2.0,1,1,1,2.0,2.0,2.0,1.8
SUMS_8e095,SMC,10.84185,-72.96929,B-G,19.17,0.07,19.23,0.14,19.1,0.07,19.282063684656457,0.11,19.1835260924053,0.024,19.33029879298842,0.042,19.85539928371113,0.07,0.03,,0.19,0.13,0.12,0.14,0.19,0.19,0.16,0.03,0.02,0.02,3.28,3.26,3.27,1.0,1.0,1.0,0,0,0,3.0,1.0,5.0,0.4
SUMS_8fd2c,SMC,11.182875,-73.40796,B-E,18.68,0.06,18.6,0.06,18.6,0.05,18.72706368465645,0.06,18.887526092405302,0.066,18.922298792988418,0.064,19.38139928371113,0.099,0.0,0.03,0.09,0.94,0.96,0.9,0.08,0.09,0.07,0.09,0.07,0.08,1.87,1.81,1.81,2.0,3.0,1.0,1,1,1,3.0,2.0,3.0,2.0
SUMS_9029a,SMC,11.24199,-73.00878,B-E,19.29,0.08,,,19.48,0.11,19.514063684656456,0.0819999999999999,19.3445260924053,0.06,19.52029879298842,0.045,20.186399283711125,0.085,0.02,,0.09,0.7,,0.68,0.23,,0.21,0.02,,0.01,4.15,,4.13,2.0,,2.0,0,0,0,3.0,,4.0,0.3
SUMS_912e3,SMC,11.411625,-73.29263,B-G,19.28,0.06,19.2,0.07,19.31,0.08,19.421063684656456,0.071,19.239526092405303,0.057,19.405298792988415,0.099,20.04739928371113,0.147,0.04,0.13,0.08,0.13,0.12,0.1,0.19,0.16,0.13,0.04,0.02,0.03,2.72,2.75,2.77,3.0,3.0,3.0,0,0,0,7.0,5.0,5.0,0.3
SUMS_9484f,SMC,11.838675,-73.11092,VB-G,,,18.94,0.18,18.68,0.1,20.998063684656454,,19.547526092405302,0.066,19.146298792988414,0.092,20.577399283711124,0.177,,,0.18,,0.06,0.91,,0.19,0.15,,0.01,0.08,,3.38,4.9,,3.0,1.0,0,0,0,,1.0,3.0,25.0
SUMS_949ac,SMC,11.847465,-73.38450999999998,B-G,19.57,0.14,19.3,0.14,19.29,0.14,19.716063684656454,0.09,19.5305260924053,0.073,19.56929879298842,0.09,20.014399283711125,0.098,0.03,0.07,0.2,0.11,0.14,0.15,0.13,0.1,0.09,0.02,0.03,0.01,2.72,2.68,2.62,3.0,2.0,2.0,0,0,0,2.0,2.0,2.0,67.5
SUMS_95a84,SMC,11.962635,-73.14296,VB-G,17.96,0.05,18.16,0.06,18.32,0.07,20.375063684656457,0.177,19.1005260924053,0.062,19.10529879298842,0.126,19.350399283711127,0.086,0.08,0.27,0.04,0.35,0.25,0.23,0.17,0.08,0.03,0.23,0.09,0.1,2.61,2.86,2.66,3.0,3.0,3.0,0,0,0,5.0,4.0,4.0,3.7
SUMS_96ba9,SMC,12.069555,-73.12742,B-G,19.42,0.12,,,19.55,0.18,,,19.6295260924053,0.173,19.81429879298842,0.096,20.25939928371113,0.131,0.12,,0.05,0.14,,0.11,0.2,,0.25,0.02,,0.02,3.0,,2.94,1.0,,1.0,0,0,0,4.0,,3.0,7.1
SUMS_97c1f,SMC,12.174555,-73.41795,B-G,17.22,0.07,17.13,0.1,17.31,0.09,17.940063684656458,0.047,17.893526092405303,0.053,18.04229879298842,0.059,18.641399283711124,0.048,,,,0.22,0.23,0.22,0.23,0.27,0.23,0.03,0.0,0.03,2.56,2.61,2.63,3.0,2.0,3.0,0,0,0,1.0,1.0,1.0,2.3
SUMS_97d9e,SMC,12.184785,-73.41532,VB-G,19.01,0.13,,,19.14,0.16,19.874063684656456,0.087,19.6415260924053,0.059,19.75429879298842,0.079,21.046399283711125,,0.09,,0.0,0.63,,0.79,0.27,,0.22,0.04,,0.01,3.45,,3.43,1.0,,1.0,0,0,0,2.0,,3.0,1.6
SUMS_98305,SMC,12.22047,-73.43669,B-E,19.16,0.1,19.04,0.12,19.31,0.17,19.705063684656466,0.084,19.309526092405303,0.078,19.44429879298842,0.05,20.056399283711126,0.085,0.08,0.0,0.0,0.46,0.34,0.43,0.23,0.21,0.12,0.02,0.02,0.03,3.87,3.83,3.87,3.0,4.0,3.0,0,0,0,4.0,2.0,3.0,6.7
SUMS_9a96b,SMC,12.458939999999998,-72.61269,B-E,18.25,0.03,18.32,0.07,18.18,0.05,18.626063684656454,0.075,18.5425260924053,0.025,18.12529879298842,,19.35239928371113,0.081,0.07,,0.0,0.71,0.69,0.67,0.25,0.29,0.25,0.19,0.19,0.19,2.63,2.69,2.61,3.0,3.0,3.0,0,0,0,4.0,1.0,2.0,
SUMS_9a96c,SMC,12.458955,-72.92525,B-G,19.1,0.05,19.17,0.2,18.78,0.15,20.168063684656456,0.105,19.3685260924053,0.055,19.29429879298842,0.054,19.655399283711127,0.081,0.19,,,0.29,0.27,0.28,0.22,0.25,0.27,0.03,0.01,0.03,1.97,3.46,3.47,4.0,3.0,3.0,1,0,0,7.0,1.0,1.0,12.8
SUMS_9a990,SMC,12.459825,-72.93401,B-G,19.56,0.06,19.45,0.08,19.28,0.07,,,19.5695260924053,0.0579999999999999,19.53929879298842,0.091,19.833399283711124,0.072,0.14,0.29,0.18,0.18,0.16,0.17,0.18,0.27,0.23,0.03,0.02,0.02,3.19,3.16,3.18,6.0,6.0,6.0,0,0,0,8.0,7.0,9.0,6.5
SUMS_9aa71,SMC,12.46494,-72.60029,B-G,19.55,0.06,19.43,0.09,19.53,0.08,19.487063684656455,0.08,19.367526092405303,0.034,19.434298792988415,0.052,20.274399283711126,0.113,0.06,0.12,0.08,0.14,0.15,0.14,0.27,0.23,0.21,0.02,0.02,0.02,4.22,4.24,4.26,1.0,1.0,1.0,0,0,0,4.0,3.0,4.0,1.0
SUMS_9ad88,SMC,12.481800000000002,-72.93181,B-G,19.74,0.11,19.1,0.15,19.05,0.14,19.906063684656456,0.087,19.6825260924053,0.1169999999999999,19.63629879298842,0.1,19.94839928371113,0.114,0.2,,,0.24,0.3,0.28,0.24,0.29,0.23,0.02,0.02,0.02,1.73,3.73,1.74,4.0,3.0,4.0,1,0,1,4.0,1.0,1.0,4.6
SUMS_9b5f3,SMC,12.52455,-73.56389,VB-E,18.97,0.08,18.75,0.16,18.98,0.12,,,19.620526092405303,0.109,19.547298792988418,0.163,19.959399283711125,0.138,0.01,,0.31,0.39,0.55,0.36,0.17,0.27,0.11,0.02,0.01,0.01,1.32,1.3,1.31,3.0,3.0,4.0,1,1,1,5.0,1.0,3.0,1.1
SUMS_9bc0b,SMC,12.5541,-73.58448,VB-G,18.36,0.07,18.18,0.1,18.47,0.12,19.722063684656455,0.089,18.841526092405303,0.145,19.16729879298842,0.054,,,0.2,,,0.13,0.13,0.11,0.24,0.29,0.28,0.05,0.07,0.05,2.76,2.79,2.92,2.0,2.0,2.0,0,0,0,2.0,1.0,1.0,3.0
SUMS_9bd14,SMC,12.559125,-72.89331999999997,B-E,19.31,0.06,19.24,0.1,19.18,0.08,19.342063684656456,0.0819999999999999,19.346526092405306,0.048,19.51629879298842,0.085,20.122399283711125,0.091,0.18,0.07,0.1,0.41,0.44,0.49,0.15,0.18,0.11,0.03,0.02,0.03,2.09,2.09,2.08,4.0,4.0,3.0,1,1,1,9.0,5.0,9.0,1.3
SUMS_9bd95,SMC,12.561420000000002,-72.88934,B-E,19.71,0.16,19.43,0.12,19.47,0.13,,,19.919526092405302,0.061,19.771298792988414,0.093,19.964399283711124,0.077,0.05,0.08,0.22,0.58,0.64,0.59,0.12,0.15,0.21,0.03,0.03,0.03,4.59,4.6,4.6,1.0,2.0,1.0,0,0,0,5.0,5.0,4.0,9.4
SUMS_9c025,SMC,12.573555000000002,-72.63954,VB-E,19.29,0.11,,,19.26,0.1,20.224063684656457,0.108,19.9375260924053,0.0579999999999999,19.87529879298842,0.107,20.374399283711124,0.1,,,0.15,0.47,,0.46,0.25,,0.22,0.2,,0.09,5.18,,5.15,,,,0,0,0,1.0,,3.0,0.1
SUMS_9c780,SMC,12.60939,-72.13778,VB-G,18.94,0.09,,,19.07,0.12,19.947063684656456,0.099,19.477526092405306,0.0559999999999999,19.611298792988418,0.054,20.369399283711125,0.091,0.13,,,0.3,,0.27,-0.02,,-0.13,0.04,,0.04,2.19,,2.05,2.0,,2.0,1,0,1,2.0,,1.0,1.9
SUMS_9c8be,SMC,12.6147,-73.45868,VB-G,19.05,0.05,,,19.07,0.07,19.927063684656456,0.094,19.242526092405303,0.061,19.45129879298842,0.081,20.54439928371113,0.21,0.22,,0.19,0.51,,0.42,0.14,,0.08,0.05,,0.04,2.73,,2.72,4.0,,4.0,0,0,0,15.0,,9.0,1.6
SUMS_9cdd6,SMC,12.64038,-73.4602,B-G,18.86,0.1,19.17,0.16,18.98,0.09,20.663063684656457,0.181,19.2585260924053,0.062,19.19329879298843,0.06,19.920399283711124,0.136,0.1,0.17,0.2,0.32,0.04,0.27,0.17,0.15,0.24,0.04,0.01,0.04,3.41,3.45,3.37,2.0,3.0,2.0,0,0,0,3.0,3.0,5.0,200.0
SUMS_9ce75,SMC,12.643215,-72.39877,B-E,15.06,0.03,15.17,0.04,15.23,0.05,15.552063684656458,,15.8425260924053,0.018,16.19129879298842,0.026,16.942399283711126,0.0579999999999999,0.06,0.02,0.06,1.0,1.0,1.0,0.05,0.07,0.05,0.12,0.08,0.08,5.47,5.59,5.6,,,,0,0,0,5.0,2.0,2.0,2.1
SUMS_9d8ef,SMC,12.690195,-73.35981,VB-G,19.61,0.11,19.54,0.16,19.59,0.17,20.071063684656455,0.136,19.843526092405305,0.072,19.94129879298842,0.17,20.432399283711124,0.148,0.42,0.15,0.02,0.12,0.11,0.09,0.09,0.13,0.03,0.02,0.02,0.02,2.99,2.99,2.99,4.0,4.0,4.0,0,0,0,4.0,2.0,2.0,6.8
SUMS_9da47,SMC,12.69657,-72.7962,B-E,19.55,0.13,19.32,0.21,19.57,,20.159063684656456,0.1,19.5085260924053,0.048,19.77629879298842,0.121,20.063399283711124,0.135,0.05,,,0.46,0.43,0.36,0.26,0.27,0.23,0.02,0.03,0.01,3.15,3.19,3.17,3.0,3.0,2.0,0,0,0,3.0,1.0,1.0,1.0
SUMS_9f499,SMC,12.808694999999998,-73.23901,B-E,17.96,0.03,17.94,0.04,17.93,0.03,20.336063684656455,,17.7385260924053,0.1639999999999999,19.25629879298842,0.133,19.510399283711124,0.126,0.14,0.07,0.1,0.43,0.41,0.41,0.14,0.17,0.13,0.22,0.19,0.2,2.65,2.71,2.62,4.0,4.0,4.0,0,0,0,6.0,5.0,6.0,2.6
SUMS_9f668,SMC,12.816165,-72.65279,VB-G,19.3,0.1,19.04,0.1,19.29,0.1,20.069063684656456,0.1939999999999999,19.6065260924053,0.047,19.75829879298842,0.066,20.593399283711125,0.1689999999999999,0.02,0.2,0.08,0.1,0.12,0.09,0.16,0.18,0.16,0.06,0.07,0.05,2.98,2.95,2.98,4.0,4.0,4.0,0,0,0,3.0,2.0,3.0,0.4
SUMS_9faba,SMC,12.833655,-72.30360999999998,B-G,19.69,0.11,,,19.43,0.19,,,18.5945260924053,0.034,20.06829879298843,0.14,20.60239928371113,0.157,0.18,,,0.21,,0.28,0.27,,0.26,0.05,,0.04,3.71,,3.7,3.0,,3.0,0,0,0,2.0,,1.0,1.9
SUMS_9fcee,SMC,12.84207,-72.80013000000002,B-E,19.32,0.07,19.14,0.08,19.3,0.1,19.433063684656457,0.068,19.2405260924053,0.045,19.498298792988415,0.076,20.090399283711125,0.119,0.11,0.24,0.05,0.84,0.84,0.84,0.14,0.19,0.09,0.02,0.01,0.02,5.34,5.33,5.35,,,,0,0,0,7.0,8.0,8.0,1.8
SUMS_a0407,SMC,12.870345,-72.61978,B-G,19.54,0.08,19.55,0.11,19.54,0.11,19.775063684656455,0.089,19.5905260924053,0.0579999999999999,19.60529879298842,0.081,20.194399283711125,0.0969999999999999,0.05,0.0,0.06,0.12,0.11,0.11,0.21,0.24,0.17,0.05,0.03,0.03,3.04,3.01,2.99,3.0,3.0,3.0,0,0,0,3.0,3.0,3.0,0.8
SUMS_a087d,SMC,12.887265,-72.76697,VB-G,19.45,0.21,19.39,0.12,19.24,0.17,20.140063684656457,0.109,19.6555260924053,0.072,19.78929879298842,0.0819999999999999,20.237399283711124,0.132,,0.14,0.01,0.11,0.11,0.12,0.21,0.2,0.15,0.01,0.01,0.01,2.86,2.81,2.9,1.0,1.0,1.0,0,0,0,1.0,4.0,3.0,1.3
SUMS_a0cc8,SMC,12.90453,-72.14413,B-G,18.38,0.08,18.49,0.08,18.78,0.07,19.371063684656455,,18.9235260924053,0.044,19.09529879298842,0.043,19.651399283711125,0.052,,0.3,0.14,0.12,0.1,0.08,0.13,0.11,0.19,0.1,0.04,0.05,2.96,2.77,2.8,2.0,2.0,2.0,0,0,0,1.0,2.0,2.0,0.1
SUMS_a0ffc,SMC,12.91836,-72.79735,VB-G,19.25,0.08,,,19.38,0.17,20.335063684656458,0.106,19.681526092405303,0.063,19.81029879298842,0.088,20.437399283711127,0.118,0.15,,0.0,0.36,,0.33,0.27,,0.24,0.01,,0.01,2.31,,2.28,2.0,,1.0,1,0,1,4.0,,3.0,0.1
SUMS_a161b,SMC,12.94131,-72.1153,B-G,18.64,0.05,18.59,0.07,18.71,0.06,18.939063684656457,0.069,18.6805260924053,0.038,18.77629879298842,0.036,19.485399283711125,0.055,0.05,0.03,0.1,0.4,0.39,0.4,0.09,0.15,0.13,0.06,0.05,0.05,2.17,2.2,2.22,1.0,1.0,1.0,1,1,1,3.0,2.0,3.0,0.3
SUMS_a17e0,SMC,12.94749,-72.6557,VB-E,18.05,0.03,18.09,0.06,18.2,0.04,19.430063684656457,0.085,19.1475260924053,0.07,19.14729879298842,0.064,19.764399283711125,0.073,0.19,0.01,0.19,0.93,0.91,0.92,0.16,0.2,0.14,0.15,0.06,0.08,5.66,5.69,5.67,,,,0,0,0,5.0,3.0,4.0,4.6
SUMS_a3255,SMC,13.05024,-72.10408000000002,B-E,19.16,0.1,19.26,0.15,19.36,0.13,19.505063684656456,0.053,19.230526092405302,0.045,19.364298792988414,0.0969999999999999,20.03239928371113,0.071,,,0.03,0.8,0.81,0.81,0.26,0.29,0.15,0.02,0.02,0.02,5.21,5.2,5.17,,,,0,0,0,1.0,1.0,2.0,0.0
SUMS_a3441,SMC,13.057064999999998,-73.17596,VB-G,19.63,0.1,,,19.57,0.16,21.096063684656457,,20.3245260924053,0.088,20.33429879298842,0.107,20.67239928371113,0.211,0.18,,0.0,0.43,,0.39,0.27,,0.18,0.03,,0.04,2.57,,2.59,1.0,,1.0,0,0,0,4.0,,3.0,0.7
SUMS_a405b,SMC,13.10331,-72.18401,VB-G,19.27,0.09,,,19.39,0.19,20.031063684656456,0.176,19.6325260924053,0.074,19.89229879298842,0.105,,,0.04,,,0.33,,0.31,0.28,,0.24,0.02,,0.01,3.39,,3.38,4.0,,4.0,0,0,0,2.0,,1.0,2.3
SUMS_a4fb1,SMC,13.16064,-73.08995999999998,B-G,19.11,0.05,19.32,0.08,19.47,0.09,20.235063684656456,0.1159999999999999,19.5045260924053,0.061,19.54929879298842,0.106,20.145399283711125,0.173,0.18,0.2,0.17,0.34,0.12,0.16,-0.03,0.16,0.06,0.06,0.01,0.02,2.79,2.71,2.67,5.0,6.0,6.0,0,0,0,8.0,7.0,6.0,3.2
SUMS_a5a30,SMC,13.200824999999998,-72.64043000000002,B-G,19.45,0.13,,,19.33,0.18,19.757063684656455,0.1009999999999999,19.503526092405306,0.076,19.66229879298842,0.059,20.16939928371113,0.086,0.04,,,0.31,,0.33,0.24,,0.25,0.02,,0.02,2.35,,2.36,2.0,,2.0,1,0,1,3.0,,1.0,0.8
SUMS_a5bf6,SMC,13.207395000000002,-72.73531,B-G,19.59,0.16,,,19.3,0.2,19.882063684656455,,19.765526092405302,0.102,19.71529879298842,0.107,19.810399283711135,0.122,0.17,,0.02,0.3,,0.34,0.08,,0.02,0.02,,0.02,1.4,,2.97,3.0,,2.0,1,0,0,3.0,,3.0,11.4
SUMS_a5f72,SMC,13.221135,-72.63378,B-E,19.23,0.1,18.89,0.12,19.26,0.14,19.445063684656457,0.075,19.3185260924053,0.0559999999999999,19.37929879298842,0.065,20.18939928371113,0.099,0.0,,,0.45,0.5,0.46,0.22,0.29,0.22,0.03,0.02,0.04,3.57,3.55,3.57,3.0,3.0,3.0,0,0,0,3.0,1.0,1.0,9.4
SUMS_a6b06,SMC,13.265745,-72.71654000000002,VB-G,19.47,0.12,19.55,0.16,19.28,,19.926063684656455,0.1,19.6325260924053,0.091,19.88629879298842,0.1369999999999999,20.562399283711127,0.207,0.03,0.05,,0.1,0.09,0.12,0.09,0.15,0.07,0.02,0.01,0.02,3.03,3.08,3.14,2.0,2.0,2.0,0,0,0,3.0,3.0,1.0,1.6
SUMS_a7d2b,SMC,13.33548,-72.76525,VB-G,19.51,0.12,,,19.32,0.2,20.000063684656457,0.079,19.6585260924053,0.061,19.78429879298842,0.1669999999999999,20.69839928371113,,0.19,,,0.21,,0.23,0.27,,0.24,0.01,,0.03,4.13,,4.17,2.0,,2.0,0,0,0,3.0,,1.0,2.3
SUMS_a8261,SMC,13.35594,-72.61775,B-G,19.23,0.05,19.3,0.09,19.09,0.07,19.761063684656456,0.17,18.4385260924053,0.0409999999999999,19.41529879298842,0.12,20.034399283711124,0.215,0.08,0.03,0.08,0.3,0.26,0.3,0.1,0.12,0.13,0.02,0.02,0.03,3.67,3.68,3.66,4.0,4.0,4.0,0,0,0,6.0,5.0,4.0,1.5
SUMS_a840c,SMC,13.36194,-72.4892,B-G,19.43,0.08,19.33,0.09,19.31,0.1,19.072063684656456,0.07,19.4205260924053,0.144,19.04629879298842,0.066,20.13139928371113,0.176,0.09,0.0,0.18,0.18,0.16,0.11,0.08,0.03,0.08,0.01,0.01,0.04,3.93,3.92,3.87,2.0,3.0,2.0,0,0,0,2.0,2.0,2.0,1.9
SUMS_a9807,SMC,13.4391,-72.66749,VB-G,19.45,0.08,19.27,0.1,19.38,0.14,20.028063684656455,0.15,19.541526092405302,0.092,19.88729879298842,0.142,,,0.27,0.22,0.3,0.26,0.29,0.26,0.1,0.13,0.08,0.01,0.01,0.01,1.6,1.59,1.61,4.0,4.0,4.0,2,2,2,6.0,5.0,3.0,7.3
SUMS_a9ec1,SMC,13.468379999999998,-72.46885999999998,B-G,18.07,0.04,18.02,0.05,17.91,0.05,18.605063684656457,0.054,18.4335260924053,0.057,18.62129879298842,0.069,19.286399283711127,0.092,0.08,0.08,0.33,0.1,0.09,0.11,0.23,0.09,0.13,0.13,0.06,0.08,2.91,2.81,2.86,5.0,5.0,5.0,0,0,0,2.0,2.0,2.0,0.1
SUMS_ab8a7,SMC,13.56858,-72.21381,B-G,18.96,0.06,18.78,0.09,18.77,0.08,19.179063684656455,0.1119999999999999,18.9505260924053,0.0579999999999999,18.91429879298842,0.0969999999999999,20.084399283711125,0.107,0.17,0.36,0.04,0.31,0.36,0.36,0.18,0.17,0.18,0.02,0.02,0.02,1.39,1.4,1.4,3.0,3.0,3.0,1,1,1,4.0,2.0,5.0,1.8
SUMS_ab8f7,SMC,13.56984,-72.52476999999998,VB-G,18.82,0.05,18.87,0.06,19.0,0.08,20.925063684656457,0.211,19.45852609240531,0.192,19.93829879298842,0.115,20.418399283711125,0.128,0.32,0.21,0.3,0.35,0.29,0.26,0.1,0.13,0.09,0.02,0.02,0.04,1.51,1.49,1.5,3.0,3.0,3.0,1,1,1,5.0,3.0,2.0,2.4
SUMS_abb70,SMC,13.579755,-73.12614,VB-E,19.28,0.07,19.15,0.08,19.31,0.08,19.529063684656457,0.075,19.6305260924053,0.051,19.79929879298842,0.06,20.406399283711124,0.098,0.05,0.11,0.09,0.64,0.73,0.6,0.1,0.11,0.06,0.02,0.01,0.01,2.4,2.39,2.38,3.0,4.0,4.0,1,1,1,5.0,3.0,5.0,2.2
SUMS_abcda,SMC,13.58538,-72.44816999999998,B-G,19.34,0.08,19.54,0.11,19.51,0.12,19.593063684656457,0.073,19.407526092405305,0.096,19.49029879298842,0.063,20.251399283711127,0.127,0.04,0.1,0.05,0.18,0.14,0.16,0.25,0.27,0.18,0.03,0.02,0.04,3.08,3.2,3.2,2.0,2.0,2.0,0,0,0,2.0,2.0,2.0,0.7
SUMS_ac063,SMC,13.60026,-72.50535,VB-G,19.22,0.08,19.49,0.1,19.55,0.14,20.403063684656455,0.1009999999999999,19.6875260924053,0.054,19.86929879298842,0.061,20.41939928371113,0.115,0.42,0.1,0.14,0.15,0.1,0.09,0.17,0.18,0.13,0.07,0.03,0.03,3.01,2.9,2.86,1.0,1.0,1.0,0,0,0,3.0,4.0,2.0,0.7
SUMS_ac30a,SMC,13.611225,-72.08659,VB-G,18.0,0.04,18.06,0.06,18.19,0.05,19.512063684656457,0.085,19.178526092405303,0.086,19.39429879298842,0.067,19.996399283711124,0.106,0.08,0.02,0.25,0.31,0.28,0.28,0.16,0.2,0.16,0.06,0.02,0.04,1.63,1.6,1.6,3.0,3.0,3.0,1,1,1,4.0,3.0,4.0,6.8
SUMS_ac86d,SMC,13.633965,-72.8007,VB-G,19.51,0.14,19.53,0.13,,,20.585063684656458,0.119,19.998526092405303,0.105,19.95829879298842,0.123,20.280399283711127,,,0.03,,0.11,0.1,,0.27,0.26,,0.03,0.01,,2.89,2.82,,1.0,1.0,,0,0,0,1.0,2.0,,20.8
SUMS_acab7,SMC,13.64355,-72.10561,B-G,18.97,0.08,19.22,0.15,19.23,0.09,18.897063684656455,0.145,19.3485260924053,0.114,19.31229879298842,0.115,19.870399283711127,0.115,0.12,,0.12,0.43,0.33,0.34,0.14,0.21,0.17,0.01,0.02,0.01,1.24,1.26,1.25,3.0,3.0,3.0,1,1,1,4.0,1.0,4.0,3.7
SUMS_adc1c,SMC,13.71672,-72.08715,VB-G,18.62,0.05,18.48,0.07,18.65,0.06,19.473063684656456,0.066,19.1295260924053,0.047,19.34529879298842,0.054,20.036399283711127,0.113,0.06,0.16,0.19,0.24,0.27,0.24,0.13,0.14,0.14,0.03,0.03,0.02,2.05,2.06,2.05,3.0,3.0,3.0,1,1,1,4.0,3.0,5.0,0.7
SUMS_adcef,SMC,13.72041,-72.20108,VB-G,19.45,0.13,19.28,0.16,19.31,0.15,20.212063684656457,0.1,19.6565260924053,0.071,19.91229879298842,0.067,20.449399283711124,0.1169999999999999,0.3,,0.23,0.22,0.29,0.25,0.24,0.29,0.21,0.01,0.02,0.01,2.15,2.17,2.15,2.0,1.0,2.0,2,1,2,2.0,1.0,2.0,0.7
SUMS_ae115,SMC,13.738454999999998,-72.43003,B-G,18.0,0.06,19.05,0.08,19.03,0.08,19.348063684656456,0.096,18.8725260924053,0.154,19.25829879298842,0.083,19.999399283711124,0.104,,0.05,0.08,0.18,0.08,0.08,0.29,0.27,0.19,0.33,0.02,0.05,4.05,4.37,4.33,3.0,3.0,3.0,0,0,0,1.0,2.0,2.0,1.5
SUMS_aeaa2,SMC,13.781670000000002,-72.68796999999998,VB-G,19.32,0.1,19.18,0.2,19.49,0.17,20.598063684656456,0.138,19.8805260924053,0.106,20.178298792988414,0.071,,,0.16,,0.38,0.14,0.15,0.12,0.18,0.23,0.13,0.03,0.01,0.01,2.58,2.59,2.62,4.0,4.0,4.0,0,0,0,2.0,1.0,2.0,1.6
SUMS_af872,SMC,13.84587,-72.24249,B-G,19.06,0.07,19.15,0.12,19.18,0.09,19.358063684656457,,19.2385260924053,0.066,19.64429879298842,0.105,20.066399283711124,0.162,0.23,0.05,0.16,0.35,0.31,0.28,0.14,0.18,0.11,0.01,0.01,0.01,1.14,1.14,1.14,5.0,5.0,5.0,1,1,1,4.0,3.0,4.0,0.6
SUMS_b030a,SMC,13.898129999999998,-72.25328,VB-G,18.01,0.05,18.03,0.06,18.1,0.03,18.772063684656455,0.084,18.7405260924053,0.156,19.18729879298842,0.178,,,0.37,0.21,0.24,0.36,0.34,0.3,0.16,0.28,0.16,0.07,0.04,0.05,1.06,1.03,1.02,1.0,1.0,1.0,1,1,1,2.0,2.0,7.0,4.0
SUMS_b04f9,SMC,13.907235,-72.39397,VB-G,18.12,0.06,18.43,0.06,18.12,0.05,19.154063684656457,0.107,18.7835260924053,0.134,19.24029879298842,,19.57639928371113,0.211,,0.04,0.0,0.3,0.22,0.3,0.05,0.17,0.09,0.11,0.06,0.08,1.54,1.41,1.43,1.0,1.0,1.0,1,1,1,1.0,2.0,2.0,1.3
SUMS_b09e8,SMC,13.93428,-72.45815,B-G,19.49,0.09,19.47,0.11,19.46,0.11,20.313063684656456,0.077,19.704526092405303,0.049,19.79129879298842,0.061,20.208399283711124,0.098,0.06,0.17,0.04,0.14,0.13,0.13,0.12,0.17,0.09,0.03,0.03,0.02,2.62,2.56,2.61,4.0,4.0,4.0,0,0,0,2.0,2.0,2.0,2.5
SUMS_b0b01,SMC,13.939845000000002,-72.55281,VB-G,18.19,0.05,19.18,0.17,,,19.778063684656455,0.077,19.5015260924053,0.107,19.63429879298842,0.111,,,0.08,,,0.16,0.05,,0.19,0.21,,0.12,0.01,,3.13,3.23,,1.0,1.0,,0,0,0,2.0,1.0,,1.0
SUMS_b1251,SMC,13.977435,-72.13453,B-G,17.66,0.03,17.79,0.04,17.97,0.04,,,17.9565260924053,0.134,18.72429879298842,0.074,19.247399283711125,0.204,0.39,0.19,0.4,0.35,0.28,0.25,0.15,0.2,0.19,0.03,0.06,0.03,1.17,1.19,1.14,3.0,3.0,3.0,1,1,1,5.0,3.0,6.0,1.6
SUMS_b1684,SMC,14.00067,-72.03336,B-G,17.96,0.04,18.2,0.06,18.06,0.05,18.559063684656454,0.045,18.416526092405302,0.051,18.77929879298842,0.039,19.292399283711124,0.044,0.03,0.0,0.24,0.12,0.09,0.11,0.24,0.21,0.27,0.08,0.04,0.05,2.52,2.74,2.55,2.0,2.0,2.0,0,0,0,5.0,3.0,3.0,1.2
SUMS_b1694,SMC,14.001135,-72.28709,B-G,18.68,0.05,18.58,0.05,18.61,0.05,19.071063684656455,0.045,18.8165260924053,0.038,18.96529879298842,0.0409999999999999,19.675399283711126,0.096,0.19,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.13,0.06,0.03,0.06,2.91,2.92,2.83,1.0,1.0,1.0,0,0,0,4.0,6.0,6.0,3.6
